video_id,category_id,duration_seconds,upload_hour,upload_dayofweek,is_weekend,early_snapshot_age_hours,early_snapshot_count,early_views,early_likes,early_comments,early_views_per_hour,early_like_rate,early_comment_rate,early_engagement_rate,target_snapshot_age_hours,target_engagement_rate
ZJugrWmhvWU,20.0,2192.0,0,0,0,5.854002777777778,28,1,1,0,0.1708232875795811,100.0,0.0,100.0,24.020940555555555,2.0
Zc6ZB7Gm0zs,15.0,248.0,20,4,0,5.835134722222223,22,8734,106,37,1496.7949183311723,1.2136478131440347,0.4236317838332951,1.63727959697733,24.00186055555556,0.7162262286984441
ZlPIBoLC_4E,15.0,180.0,21,0,0,5.915518333333334,30,1824,58,1,307.83439377389016,3.179824561403509,0.0548245614035087,3.234649122807018,24.08199583333333,3.627311522048364
_HgT0TpgRD0,10.0,277.0,12,6,1,5.935907777777778,27,0,0,0,0.0,0.0,0.0,0.0,22.435969166666663,0.0
_LnVZZS-poQ,15.0,43.0,21,5,1,5.945199722222222,30,2137,87,0,359.4496568403295,4.071127749181095,0.0,4.071127749181095,23.94506638888889,4.704944178628389
__57lOFBdp0,22.0,6.0,12,5,1,5.940980277777777,30,4517,0,2,760.3122361634204,0.0,0.0442771751162275,0.0442771751162275,23.940899444444444,0.0236602389684135
_dPTG-Bpmws,15.0,76.0,21,3,0,5.943656111111111,27,2954,241,2,497.00049006499086,8.158429248476642,0.0677048070412999,8.226134055517942,23.94374611111112,1.6077239253296798
_m2RBhbl2Ew,27.0,1012.0,12,5,1,5.936258055555555,30,12,2,0,2.021475462773992,16.666666666666664,0.0,16.666666666666664,23.93617722222222,20.0
_sDYWrYyphc,20.0,58.0,9,0,0,5.941180555555556,30,1177,17,2,198.1087746776852,1.4443500424808835,0.1699235344095157,1.6142735768903995,23.9414025,2.1059782608695654
_xhRLYZ1O_k,27.0,1836.0,18,1,0,5.938508333333334,30,813,6,0,136.90306628628682,0.7380073800738007,0.0,0.7380073800738007,23.938395555555555,0.7380073800738007
